"age","female","race","outcome","pathway","disease_type","disease_type1","disease_type2","disease_type3","riskfactor","mean (food)","se (food)","sd (food)","mean (food, counterfactual)","se (food, counterfactual)","sd (food, counterfactual)","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,1,4,"GC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"GC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","direct","CMD","CMD","HHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","direct","CMD","CMD","HHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","medBMI","CMD","CMD","HHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","medBMI","CMD","CMD","HHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.158845542800434,0.165861841383625,0.0697855742381335,0.05719994987424,0.336192109004585,0.0148567899613308,0.0146330595454688,0.00769053900436616,0.00531324149867258,0.0304916517374089,0.769053900436616,0.531324149867258,3.04916517374089,0.00409543079934003,0.00427632832286115,0.00179924463126768,0.00147475612035258,0.00866786372118898
25,1,4,"HHD","medSBP","CMD","CMD","HHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HHD","medSBP","CMD","CMD","HHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HSTK","direct","CMD","CMD","HSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HSTK","direct","CMD","CMD","HSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.408198826053292,0.319894983794275,0.358541675496083,0.128161467055983,0.730444763024229,0.0417519051062841,0.0297069720656917,0.038169277143508,0.0152072423003201,0.0713418016806079,3.8169277143508,1.52072423003201,7.13418016806079,0.0105243749053343,0.00824768354269411,0.00924409079906283,0.00330431946793185,0.0188326718330675
25,1,4,"HSTK","medBMI","CMD","CMD","HSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HSTK","medBMI","CMD","CMD","HSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0932368953756585,0.0418610505270628,0.116164145794013,0.0484829816605715,0.118502646235144,0.00978186760513461,0.00379957182895386,0.0115598255210111,0.00572631571509421,0.01232615526668,1.15598255210111,0.572631571509421,1.232615526668,0.00240387766772938,0.00107928137358345,0.00299499886541686,0.00125001112927671,0.0030552911881477
25,1,4,"HSTK","medSBP","CMD","CMD","HSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"HSTK","medSBP","CMD","CMD","HSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"IHD","direct","CMD","CMD","IHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"IHD","direct","CMD","CMD","IHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.107509087799825,0.0835386651366936,0.0859143626491375,0.0393393449949372,0.194034346982797,0.00998003973753921,0.00673373837271153,0.00850701268165655,0.00432486791007539,0.0168872845625033,0.850701268165655,0.43248679100754,1.68872845625033,0.00277185007285675,0.002153833315716,0.00221508467090576,0.00101426557067794,0.00500268516669391
25,1,4,"IHD","medBMI","CMD","CMD","IHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"IHD","medBMI","CMD","CMD","IHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0796741112106874,0.04608233406908,0.103633011603498,0.0304021106708309,0.108581046416655,0.00755293795744252,0.00400363437973795,0.00944320662150312,0.00327859415762895,0.0102205533928046,0.944320662150312,0.327859415762895,1.02205533928046,0.00205419556135887,0.00118811649936627,0.00267191524588481,0.00078384157472201,0.00279948781614867
25,1,4,"IHD","medSBP","CMD","CMD","IHD","All_HD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"IHD","medSBP","CMD","CMD","IHD","All_HD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ISTK","direct","CMD","CMD","ISTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ISTK","direct","CMD","CMD","ISTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.232310856706725,0.175491148075583,0.203118203057621,0.0797402170505856,0.409695251964602,0.0415151247459362,0.0284864074292707,0.0297348387709398,0.0212547097628826,0.0717887828077368,2.97348387709398,2.12547097628826,7.17887828077368,0.00598954821649038,0.00452459565543642,0.00523688943386902,0.00205589993334163,0.0105629564648673
25,1,4,"ISTK","medBMI","CMD","CMD","ISTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ISTK","medBMI","CMD","CMD","ISTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0695656894130191,0.0348086231551678,0.0722833667168448,0.0354181610598031,0.101403192057983,0.0124327984692639,0.002790186801024,0.0127188180719508,0.00967102845253166,0.0149514518237124,1.27188180719508,0.967102845253166,1.49514518237124,0.0017935754568659,0.000897452360570139,0.00186364389653713,0.000913167754681918,0.00261442498532934
25,1,4,"ISTK","medSBP","CMD","CMD","ISTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"ISTK","medSBP","CMD","CMD","ISTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0902964248228901,0.0648729107108033,0.0584881523947668,0.0480177445919972,0.159612136617688,0.0030133325841136,0.00124947834722372,0.00353923647602062,0.00168448507520823,0.003895161784898,0.353923647602062,0.168448507520823,0.3895161784898,0.00232806506729973,0.00167258402019911,0.00150796916609086,0.00123801616746637,0.00411519548316064
25,1,4,"KC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"KC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0578978357967851,0.0629345516602943,0.0222928963082054,0.0209098665823727,0.12515000357649,0.00547451549320217,0.00399718871204128,0.00536514019484043,0.00172473706839858,0.00931726292161323,0.536514019484043,0.172473706839858,0.931726292161323,0.00149274934478449,0.00162260833176819,0.000574765980445681,0.000539108054918025,0.00322667649433895
25,1,4,"LVC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"LVC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,1.03931894832643,0.391735646885175,1.06532477160499,0.656733157442015,1.39979978942408,0.014396006500202,0.00516609499963151,0.0130161871343515,0.0102077358327852,0.0197571236285919,1.30161871343515,1.02077358327852,1.97571236285919,0.0267962119444634,0.0100999134452802,0.0274667063614896,0.0169322044076172,0.0360902992268373
25,1,4,"MLPC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MLPC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.00803174473708411,0.00741196925281353,0.00481364083505087,0.00287478912289712,0.0159240886679994,0.00150841235706054,0.00136263810012343,0.000742396163009138,0.000703230972410652,0.00296470750665413,0.0742396163009138,0.0703230972410652,0.296470750665413,0.000207078235805566,0.000191098891580928,0.000124107561252731,7.41191707866315e-05,0.00041056237419441
25,1,4,"MMC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"MMC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.105659223959549,0.0706159131504646,0.0747897082364261,0.056686896489837,0.180870639793916,0.000967857488608483,0.000774157389946606,0.000583004866746229,0.000467617926029877,0.00179522177977001,0.0583004866746229,0.0467617926029877,0.179522177977001,0.00272415600972796,0.00182065282123322,0.00192826357721557,0.00146152833570628,0.00466329225138518
25,1,4,"OC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OSTK","direct","CMD","CMD","OSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OSTK","direct","CMD","CMD","OSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.136063441051062,0.0585196229313403,0.135227587287874,0.0808292904602612,0.192008067340573,0.0342978792392511,0.0173298971031157,0.0292092789496979,0.020538326227388,0.0523827424972343,2.92092789496979,2.0538326227388,5.23827424972343,0.00350805189318276,0.00150878055432677,0.00348650151672803,0.00208397893830515,0.00495044266804688
25,1,4,"OSTK","medBMI","CMD","CMD","OSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OSTK","medBMI","CMD","CMD","OSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0343958791592842,0.0123226519771528,0.0405627868438045,0.0212250366741273,0.042324850112599,0.00850577915478528,0.00302658755853657,0.009162237172512,0.00540270605713226,0.0110508629373706,0.9162237172512,0.540270605713226,1.10508629373706,0.000886810799949782,0.000317708432651356,0.00104580892619624,0.000547233919062819,0.00109123927352725
25,1,4,"OSTK","medSBP","CMD","CMD","OSTK","All_STK","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OSTK","medSBP","CMD","CMD","OSTK","All_STK","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","direct","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","direct","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","medBMI","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","medBMI","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0757009447275201,0.0397917161799912,0.0699860865957264,0.0406211658650042,0.115638353002061,0.0101630252481055,0.00376411580694017,0.00998827795313337,0.00666427410039701,0.0138103115965404,0.998827795313337,0.666427410039701,1.38103115965404,0.00195175750676068,0.00102592881820344,0.00180441433556317,0.00104731408169033,0.00298144262734893
25,1,4,"OTH","medSBP","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"OTH","medSBP","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0218138276641338,0.00872423229055803,0.0238009887891969,0.0128441111782026,0.0290944571937614,0.000936059013823276,0.000432123942007787,0.000837991479625381,0.000575226661719091,0.00138024876999567,0.0837991479625381,0.0575226661719091,0.138024876999567,0.000562414406423904,0.000224932276936703,0.000613648332987768,0.000331152940032099,0.000750127035236424
25,1,4,"PC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","direct","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","direct","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","medBMI","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","medBMI","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","medSBP","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"PVD","medSBP","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","direct","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","direct","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","medBMI","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","medBMI","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0550407540174989,0.0160868386116349,0.0540905445423456,0.0401821045287658,0.0707070815601124,0.00960275824104339,0.00212763494788505,0.00900463264498721,0.0078965255436505,0.011817397695084,0.900463264498721,0.78965255436505,1.1817397695084,0.00141908671309314,0.000414758470099936,0.001394587963668,0.00103599399497257,0.00182300336822507
25,1,4,"RHD","medSBP","CMD","CMD","Other_CVD","Other_CVD","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"RHD","medSBP","CMD","CMD","Other_CVD","Other_CVD","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.0170317421689052,0.0249297263322899,0.00544957668204519,0.00027247883410226,0.0436358461675391,0.00492971517855793,0.00428037717143247,0.00708625487435374,0.000354312743717687,0.00767205887197173,0.708625487435374,0.0354312743717687,0.767205887197173,0.00043912041984449,0.000642749977370463,0.000140503559580849,7.02517797904245e-06,0.00112503999293403
25,1,4,"SCC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"SCNC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0.661657117519427,0.211195804473798,0.755794612210805,0.436563746706066,0.806733617845116,0.000796768864655292,0.000191902599727936,0.000809615951811068,0.000609308036966027,0.000973309668262149,0.0809615951811068,0.0609308036966027,0.0973309668262149,0.0170591562716747,0.00544514996823079,0.0194862536162703,0.0112556926849471,0.0207995871154961
25,1,4,"TC","medSBP","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"TC","medSBP","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","direct","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","direct","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","medBMI","Cancer","Cancer","Cancer","Cancer","dairy_tot",1.17,0.09,0.51,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"UC","medBMI","Cancer","Cancer","Cancer","Cancer","leg_tot",0.49,0.09,0.46,0.92,0,0.092,1.05256348672396,0.46815227942142,0.958701830489135,0.654465488037882,1.53044389320963,0.00699867577787597,0.00269436369752977,0.00631911798105325,0.00478964775692808,0.00978532792612319,0.631911798105325,0.478964775692808,0.978532792612319,0.0271376888881659,0.0120701231531092,0.024717703340922,0.0168737382841322,0.0394586272073569
