"age","race","outcome","X1","X2","X3"
25,1,"AA",67.3418589536491,71.7088858041629,80.8187470529913
25,2,"AA",34.6986548652084,37.350649358538,39.0321142214365
25,3,"AA",36.0978792996857,33.4034512034183,31.3611764477114
25,4,"AA",14.5843209849341,14.9826078923899,12.6171552484361
35,1,"AA",175.120578256245,174.252971951831,185.167455736653
35,2,"AA",100.708642244693,117.906393112481,115.098357669275
35,3,"AA",40.1993328916272,41.1553924089947,41.2461125359839
35,4,"AA",21.8337142828503,16.6591248810329,21.5659539855393
45,1,"AA",353.865525909983,355.216902429381,396.582937581245
45,2,"AA",159.938156330171,154.655065159489,151.562008931072
45,3,"AA",63.8633166143729,74.2982223285948,70.8126933948915
45,4,"AA",23.1530065692712,35.4754941604088,33.2435761505641
55,1,"AA",985.915958739237,986.59308547301,1015.16030560805
55,2,"AA",279.670934882815,264.260943859397,267.211483093972
55,3,"AA",110.243511258657,107.58242492405,94.7054280244021
55,4,"AA",47.960415546692,44.5394772758538,55.4581907705006
65,1,"AA",1729.52566413638,1717.71078755857,1738.64459023373
65,2,"AA",231.488584446716,251.647583082803,242.878047301638
65,3,"AA",83.7300118701604,106.471121129074,82.7761196155196
65,4,"AA",91.9786720593174,79.1032454523107,88.5775094339036
75,1,"AA",4474.20925314668,4391.30483321792,4542.28262332152
75,2,"AA",335.06327405355,317.826321863542,308.666146624041
75,3,"AA",199.895845452745,248.297996828692,215.968121863307
75,4,"AA",195.410416429032,205.922153464994,181.970487405975
25,1,"AFF",6.74929143644042,5.45597555018898,5.96806334581001
25,2,"AFF",1.55464687736192,1.52632790680573,1.58707463010406
25,3,"AFF",3.0276222206892,2.07476087371662,1.78069375616227
25,4,"AFF",1.00130728994116,1.9069811760724,1.23281739233841
35,1,"AFF",32.340796873665,34.3382055297034,30.4926703339011
35,2,"AFF",8.50648180748183,11.5700925164896,6.64969955038238
35,3,"AFF",11.8974998025902,8.19718060702126,11.5727686064547
35,4,"AFF",6.41829821988245,4.72666433378408,4.53411091387747
45,1,"AFF",135.122949630902,149.074567343842,145.112428399002
45,2,"AFF",33.537517583606,31.4259086645387,46.8478071726483
45,3,"AFF",16.3403514893522,27.9228357206747,23.2878884188032
45,4,"AFF",12.0850144461054,14.7532125267191,13.8042031642588
55,1,"AFF",784.454277844632,746.395652306485,786.32076490211
55,2,"AFF",144.289325316554,160.960101805219,173.146739172218
55,3,"AFF",42.1509592068633,59.3426693606426,60.3067638427696
55,4,"AFF",31.2304337556036,32.8196056150991,28.5335285714456
65,1,"AFF",2387.08112206373,2433.87020311678,2401.74444477987
65,2,"AFF",295.987031135663,296.008831140524,320.081734193457
65,3,"AFF",149.126185523976,122.670733647249,139.901978095737
65,4,"AFF",99.7886678319103,89.0785790043406,80.1969075107573
