"age","female","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"direct","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0121987182194023,0.00195494124037495,0.0129691218786901,0.0101256076458131,0.0136169856825967,1.29691218786901,1.01256076458131,1.36169856825967,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"direct","leg_tot",24.3193265893802,2.49482285484059,25.0500415016909,21.7162034974229,26.3013420058733,0.00332238480072992,0.000375577424788807,0.00335911053394161,0.00295125948307491,0.00366229324515499,0.335911053394161,0.295125948307491,0.366229324515499,0.0712060405867521,0.00730474410159496,0.0733455453757567,0.063584197611085,0.0770093044917654
25,0,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medBMI","leg_tot",39.7554418828977,5.68499068417172,38.2453127415018,35.1413549993072,45.6531385366747,0.00541848717212257,0.000674008375384215,0.00520181212916494,0.0048955811373285,0.00612556699343062,0.520181212916494,0.48955811373285,0.612556699343062,0.116402384657068,0.0166454311925401,0.111980785377241,0.102892518062027,0.133670610639961
25,0,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"direct","dairy_tot",103.517645722739,4.81829323463239,103.509512250485,98.9437287667286,108.098476130165,0.00820310662588195,0.000216174066413102,0.00827232192559716,0.00797637771074095,0.00837100253626503,0.827232192559716,0.797637771074095,0.837100253626503,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"direct","leg_tot",16.7136848720222,1.42812364935644,16.7565133550914,15.3392229437531,18.0517425896825,0.00132776963024248,0.000151777781630285,0.00135147570452962,0.00117483080972998,0.0014605582876109,0.135147570452962,0.117483080972998,0.14605582876109,0.0503158417872673,0.00429930587682424,0.0504447751251038,0.0461780822533912,0.0543440079839824
25,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medBMI","leg_tot",37.0896306003667,4.96655414620419,37.1691747565924,32.3380517710012,41.7735968969404,0.00293408402100965,0.0003108673124632,0.00299783347385254,0.00261636115456409,0.00319761985253876,0.299783347385254,0.261636115456409,0.319761985253876,0.111656765071606,0.0149516013112476,0.111896229391437,0.0973523378642767,0.125757647607079
25,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
