"age","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"All_HD","leg_tot",28.5292557563506,4.5398602027275,27.4482013273801,24.7685410907975,33.2088666865287,0.0179613893413793,0.00263386094381048,0.0168159784905018,0.0161302572920358,0.0207661206139686,1.68159784905018,1.61302572920358,2.07661206139686,0.0423464929366502,0.00673859702650621,0.040741864195841,0.0367643957946261,0.0492925245083623
25,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"All_STK","leg_tot",23.2973565533276,2.28338594041987,23.7497344336671,20.9680462925575,25.2421456158092,0.0465393617424456,0.00492532607884166,0.0460911804176369,0.0420653303785531,0.0513943472324254,4.60911804176369,4.20653303785531,5.13943472324254,0.0345806898418127,0.00338927125977033,0.0352521625531268,0.0311232522785138,0.0374673756004945
25,"Cancer","dairy_tot",193.07279488199,15.7142390355253,200.504246856993,176.295341983177,203.53351360205,0.0125713404156197,0.000799744856831133,0.0129077027371341,0.0117208199956336,0.0131359528623187,1.29077027371341,1.17208199956336,1.31359528623187,0.286581459206469,0.0233249306608561,0.297612098465205,0.26167838088076,0.302108494162251
25,"Cancer","leg_tot",32.9927395162613,1.72442044305502,32.9020134252491,31.3948000654752,34.6677961444077,0.00215010817313018,0.000111986450568203,0.00208595784792492,0.00208499943801183,0.00226974468467301,0.208595784792492,0.208499943801183,0.226974468467301,0.0489717230206785,0.00255958861090828,0.0488370566345299,0.0465998724458227,0.0514580400237605
25,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"DIAB","leg_tot",16.5940351375846,2.84751115676846,16.1669645246445,14.0933202008297,19.4577600953388,0.0205071648153813,0.00398947987940377,0.021117736412421,0.0164911033480287,0.0240042404252502,2.1117736412421,1.64911033480287,2.40042404252502,0.0246308280084675,0.00422661257331561,0.0239969193342009,0.0209189713687338,0.0288815070213278
25,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,"Other_CVD","leg_tot",16.4646969811427,2.45307793734223,16.2637984283115,14.2255235583567,18.8746341738351,0.00974731365004165,0.00175978692974528,0.00942372209612502,0.00823437631742993,0.0115353038034825,0.942372209612502,0.823437631742993,1.15353038034825,0.0244388490316941,0.00364114817553878,0.0241406516577036,0.0211152032155627,0.0280159626157176
35,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"All_HD","leg_tot",105.780858840233,20.0045248313085,107.317407040859,86.1656193299277,124.090032380006,0.0171656703725396,0.00322158710575012,0.0176559750045566,0.013923483417211,0.0199910983906537,1.76559750045566,1.3923483417211,1.99910983906537,0.258886704286513,0.0489588150557292,0.262647232457666,0.210880621084983,0.303696338542563
35,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,"All_STK","leg_tot",71.5297825918811,4.43424084799975,71.7949129303969,67.2102246598007,75.6239797362231,0.0416734396472639,0.00276502540373016,0.0422584663362094,0.0388425024573195,0.0440071041516046,4.22584663362094,3.88425024573195,4.40071041516046,0.175061063755512,0.0108523036373256,0.175709940313117,0.164489433601706,0.185081148835355
35,"Cancer","dairy_tot",537.023813746964,29.0932215884395,542.989581367523,507.289101740465,561.687623275989,0.018167565868803,0.000821193254938955,0.0180822338563286,0.017426863685873,0.0189808002623362,1.80822338563286,1.7426863685873,1.89808002623362,1.3143051284383,0.071202373819673,1.32890567086874,1.24153277927541,1.3746670165353
