"age","female","race","pathway","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"direct","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0136533016844723,0.00253794845289167,0.0144255151992045,0.0109992697538674,0.0156509521275549,1.44255151992045,1.09992697538674,1.56509521275549,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"direct","leg_tot",13.4772120854783,1.15219229029456,14.0714253976025,12.2453278692757,14.2040149863752,0.00321431756035845,0.000286018352653524,0.00332656083733369,0.00291107020121283,0.00342215813407513,0.332656083733369,0.291107020121283,0.342215813407513,0.0698470731571317,0.00597135807323248,0.0729266463225348,0.0634627032722852,0.0736138058513857
25,0,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medBMI","leg_tot",21.2109015722547,0.59817016978181,21.4988667697739,20.57199708616,21.6050356404581,0.00505699405948913,9.31339384148123e-05,0.00510886791448054,0.00495744398430571,0.00511245135792985,0.510886791448054,0.495744398430571,0.511245135792985,0.109927734641969,0.00310007999756734,0.111420144651566,0.106616544753612,0.111970376022168
25,0,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"direct","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.00677693636350367,0.000272384282141104,0.00689758746009839,0.00648669039661011,0.00696462889829173,0.689758746009839,0.648669039661011,0.696462889829173,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"direct","leg_tot",6.17158627552586,0.829992265553317,6.13187517647195,5.40064800014829,6.97627898509926,0.00535556212187085,0.000738951738529718,0.00559060874908513,0.00458082319593757,0.00593051141467198,0.559060874908513,0.458082319593757,0.593051141467198,0.14741077015171,0.0198246923275413,0.146462254902345,0.128996605650192,0.166631172615187
25,0,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medBMI","leg_tot",14.1943513422611,6.19033794187664,11.8829111848804,9.61185236297346,20.7415744553225,0.012218891172692,0.00502692967832569,0.0100336347843707,0.00872338702556471,0.0175718632498925,1.00336347843707,0.872338702556471,1.75718632498925,0.339037675202617,0.147858661091735,0.283828016202905,0.22958288131356,0.49542067924143
25,0,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"direct","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0123514564949354,0.00206005377209338,0.013128715513645,0.0101714924279153,0.0138707503960522,1.3128715513645,1.01714924279153,1.38707503960522,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
25,0,3,"direct","leg_tot",2.2382405183463,0.238367826236875,2.11523690117217,2.08793792939133,2.49309618189928,0.00169405386837048,0.000254090395034355,0.0015985682371168,0.00150639037329017,0.00196288015001641,0.15985682371168,0.150639037329017,0.196288015001641,0.0325033646130751,0.00346153878669287,0.0307171260989534,0.0303206948726926,0.0362043370904611
25,0,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medBMI","leg_tot",2.53912578330986,0.893447847698691,2.73759952962505,1.62185401876759,3.28769486348423,0.00193021154857138,0.000718715998511117,0.00215921486703731,0.00117661402889078,0.00248915624755593,0.215921486703731,0.117661402889078,0.248915624755593,0.0368727714724586,0.0129745042672955,0.0397549749218768,0.0235523001612591,0.0477433698516526
25,0,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"direct","dairy_tot",7.92798758575207,1.15376851486457,7.7711003273459,6.90621107797317,9.08311826317621,0.0121883625391023,0.00195934313502783,0.0118195922776574,0.0105086064992388,0.0141815733011939,1.18195922776574,1.05086064992388,1.41815733011939,0.20944112802907,0.0304801914261244,0.20529648930221,0.182447893987254,0.239957304988717
25,0,4,"direct","leg_tot",2.43228771002971,0.934737670293362,1.91412160579419,1.87353006856528,3.43148654009432,0.00372712705759743,0.00140133423388968,0.00299199031325695,0.00285361230634995,0.0052255080415343,0.299199031325695,0.285361230634995,0.52255080415343,0.0642560392747563,0.0246938469516959,0.0505671564146779,0.0494948114779963,0.090652817502583
25,0,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medBMI","leg_tot",1.81106318507199,0.362900735193076,1.66145016764785,1.55261566888463,2.19668176606989,0.00277681050523768,0.000529916766893784,0.00252701197308439,0.00242341411218757,0.0033425356506181,0.252701197308439,0.242341411218757,0.33425356506181,0.0478445648798801,0.00958709111477583,0.0438920966402147,0.0410169130021358,0.0580318147613399
25,0,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"direct","dairy_tot",54.7329346169133,5.55846770923159,52.3950009558251,50.8087932716092,60.6443195741422,0.00768194995442754,0.000495792100114262,0.00747550611315839,0.00733037597113043,0.00820900120280343,0.747550611315839,0.733037597113043,0.820900120280343,0.300852188998224,0.0305533987808779,0.288001197824554,0.279282241727238,0.33334547876683
25,1,1,"direct","leg_tot",8.10571590694935,1.34871081353799,8.34830379033447,6.73698064755338,9.26825146546798,0.00114355705124619,0.000215442801902283,0.00123030884723787,0.000914864693199996,0.00129851038269946,0.123030884723787,0.0914864693199996,0.129851038269946,0.0445549355442357,0.00741349981356734,0.0458883757526163,0.0370313667491307,0.0509450801622172
25,1,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medBMI","leg_tot",20.7849032456792,5.78431971510381,21.4586570588293,15.031483564691,25.9656321854898,0.00290089504003388,0.000691681601097108,0.00299906691081098,0.00220705726348456,0.00351128672642267,0.299906691081098,0.220705726348456,0.351128672642267,0.114249010825861,0.0317948463815205,0.117952453934674,0.082624013603149,0.142726081406082
25,1,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"direct","dairy_tot",12.8084341545692,2.20221572208247,13.4434207034365,10.5127362250026,14.5643935175986,0.00860084408332699,0.00115998334931714,0.00891354386516757,0.00739641342003614,0.00953947993205334,0.891354386516757,0.739641342003614,0.953947993205334,0.278666063169619,0.047912397262396,0.292481116563588,0.22871982489109,0.316869506063274
25,1,2,"direct","leg_tot",5.12454121250076,0.300598324581049,5.02315894701559,4.89451304344302,5.44074430722089,0.00346247693839856,0.000343793559953163,0.00328814317849834,0.00324314360879199,0.00382999396392032,0.328814317849834,0.324314360879199,0.382999396392032,0.111491827026227,0.00653995255747183,0.109286108789553,0.106487230561439,0.118371283992189
25,1,2,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medBMI","leg_tot",8.62639669893134,0.896541918289092,9.07942998911503,7.66802670709801,9.19968839410854,0.00582695436004407,0.000740677026230303,0.00594336474283763,0.00508038516961669,0.00647457472509694,0.594336474283763,0.508038516961669,0.647457472509694,0.187679772439088,0.0195055698316593,0.197536168774251,0.166829043188251,0.200152564805037
25,1,2,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"direct","dairy_tot",24.1070380559004,1.57058693586543,23.9976194398455,22.664201514088,25.6428804213594,0.00955429061874643,0.000627560994278185,0.00975854635694647,0.00889547266157224,0.0100394911984506,0.975854635694647,0.889547266157224,1.00394911984506,0.368048349203399,0.0239785546314435,0.366377827054732,0.346020192689397,0.391496449543767
25,1,3,"direct","leg_tot",1.56002659263478,0.456052839974565,1.76277522888955,1.07400666596096,1.87371017849206,0.000615648518326,0.000169141211667209,0.000690476674470911,0.000435423500966193,0.000732269602962633,0.0690476674470911,0.0435423500966193,0.0732269602962633,0.0238173271557143,0.00696267598337648,0.0269127427228931,0.0163971359535655,0.0286064151257611
25,1,3,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medBMI","leg_tot",4.65022175900779,0.161400532869831,4.72111910100914,4.47828778912841,4.76189298818604,0.00184362506173974,8.9556905637821e-05,0.0018660676299522,0.00175103562681636,0.00191713831368252,0.18660676299522,0.175103562681636,0.191713831368252,0.0709961314145617,0.00246414344000054,0.0720785393663804,0.0683711712830283,0.0727010447870491
25,1,3,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,3,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"direct","dairy_tot",11.8692388953562,0.607909553662126,11.95231430367,11.2604764961132,12.4073871975325,0.00799618902253768,0.000978164029359637,0.00836941705745374,0.00696051051280135,0.00871462370259537,0.836941705745374,0.696051051280135,0.871462370259537,0.306018322452001,0.0156734111980013,0.308160211861536,0.290322922786477,0.31989311611942
25,1,4,"direct","leg_tot",1.92340115993734,0.965344813485512,1.96193710992061,0.990494002495028,2.82355275989387,0.00127384782185269,0.000625534198522347,0.00120371733694035,0.000712203450269895,0.00189510310561097,0.120371733694035,0.0712203450269895,0.189510310561097,0.0495900370323276,0.0248889758656855,0.0505835890934112,0.0255373841334415,0.0727981706792926
25,1,4,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medBMI","leg_tot",3.02810889674841,1.09549017233092,3.45531219556283,1.86697738204154,3.82611760746303,0.00200401214367215,0.000650830321391808,0.00211995541208185,0.00134385007579419,0.00256562243340186,0.211995541208185,0.134385007579419,0.256562243340186,0.0780721336013785,0.0282444449686259,0.0890864907983086,0.0481352925444706,0.0986467710408958
25,1,4,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,4,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"direct","dairy_tot",160.618917867718,4.27005287779651,162.953402911034,156.053702446164,163.199821002453,0.0149804194400327,0.00050601483962654,0.0148651156335341,0.014558162470551,0.015500684645038,1.48651156335341,1.4558162470551,1.5500684645038,1.50129827252998,0.0399120047261632,1.52311860608287,1.45862739591661,1.5254218656234
35,0,1,"direct","leg_tot",47.6555198732268,17.1850362046536,41.312112014192,34.8823188315664,65.8206175950667,0.00445050574486147,0.00162197431480232,0.00393197095864418,0.00319024107502657,0.00615152498298108,0.393197095864418,0.319024107502657,0.615152498298108,0.445434140710103,0.160627810907429,0.3861425741428,0.326043567587725,0.615222545414688
35,0,1,"medBMI","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medBMI","leg_tot",58.0604992061008,6.29086624825059,60.6963725481621,51.3712652848386,62.5092407866108,0.00540901714518669,0.000514473513696615,0.00553691165907773,0.00487737301267666,0.00583195094088934,0.553691165907773,0.487737301267666,0.583195094088934,0.542689045085807,0.0588004623402707,0.567326442396027,0.480165056854167,0.584271245603759
35,0,1,"medSBP","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,1,"medSBP","leg_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
