"age","female","disease_type1","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,"CMD","leg_tot",52.8280035545406,5.04748246754662,50.9429721864725,49.0917533403239,58.1665304316152,0.0180122985060915,0.00171129671165887,0.0172767201246842,0.016816024485384,0.0198338141509953,1.72767201246842,1.6816024485384,1.98338141509953,0.154678335824659,0.0147788319764575,0.149159037434194,0.143738740790315,0.170309334490898
25,0,"Cancer","dairy_tot",89.555149159251,15.9552167248742,95.35294814901,72.7037404098171,101.47842876739,0.0203241262509357,0.00306058412992428,0.0216531263408914,0.0170651684962198,0.0224534339291893,2.16531263408914,1.70651684962198,2.24534339291893,0.262213986984777,0.0467162528331661,0.279189716500202,0.212873718826195,0.297124885055247
25,0,"Cancer","leg_tot",11.2467649177373,2.08394649066482,12.3508679600217,9.01846834761728,12.5365739019155,0.00256206878194286,0.000484333119266506,0.00277244384773574,0.00204633761016409,0.00289898114779769,0.277244384773574,0.204633761016409,0.289898114779769,0.0329300894191607,0.00610171411817373,0.036162860102671,0.0264057238933252,0.0367065998640124
25,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,"CMD","leg_tot",32.057340873865,1.0355780378125,31.7113039335461,31.2627003195848,33.1461128274162,0.0192789886867009,0.000319875158082695,0.0193192268221573,0.0189598146866548,0.0195639602716091,1.93192268221573,1.89598146866548,1.95639602716091,0.0965072695746433,0.00311756390693742,0.0954655399934676,0.094115037776984,0.0997849715163019
25,1,"Cancer","dairy_tot",103.517645722739,4.81829323463239,103.509512250485,98.9437287667286,108.098476130165,0.0094481412965192,0.000217110518498162,0.00952266198679237,0.00921953801108906,0.00961340199521714,0.952266198679237,0.921953801108906,0.961340199521714,0.311635496556154,0.0145052681042377,0.311611011081751,0.297865912908447,0.325425892857103
25,1,"Cancer","leg_tot",21.745974598524,2.57926419211394,22.2143841781377,19.127094041099,23.9667070132774,0.00198275577231125,0.000192226511386741,0.00207137649685339,0.00177766323812042,0.00211252069064127,0.207137649685339,0.177766323812042,0.211252069064127,0.06546533728423,0.0077647658198468,0.0668754645230732,0.0575813080712751,0.0721507583441681
35,0,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,"CMD","leg_tot",154.144405436436,25.3421548416181,161.759609529636,127.662406295798,174.153481097854,0.0181661225648885,0.0028856454475461,0.0192142161935356,0.0151184674283449,0.0203228981170821,1.92142161935356,1.51184674283449,2.03228981170821,0.777814254224336,0.127876773813235,0.816240652352427,0.644185814362215,0.878780255677578
35,0,"Cancer","dairy_tot",286.72181319684,9.95622576046897,283.435464844662,279.054776008477,297.182246484554,0.0263566308831989,0.00144574842496493,0.0259181062160224,0.025217775796779,0.0278682319367187,2.59181062160224,2.5217775796779,2.78682319367187,1.4468012164964,0.0502392175236078,1.43021826893217,1.40811326803734,1.49958467038504
35,0,"Cancer","leg_tot",29.8385435189978,9.62225281471629,28.5444832400797,21.3095900037329,39.4674482713431,0.00274103995158554,0.000896322813098422,0.0025359432127469,0.00199358573983613,0.00366282639134778,0.25359432127469,0.199358573983613,0.366282639134778,0.150565597295973,0.0485539866065581,0.144035755827396,0.107528410192057,0.19915314964818
35,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
