"age","female","race","disease_type1","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
25,0,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,1,"CMD","leg_tot",27.4788778470326,0.911418697372096,27.0304031316635,26.8861835076755,28.4527756944533,0.0185412984176753,0.000696872446748557,0.0182149425009181,0.0180748637991817,0.0192851355654124,1.82149425009181,1.80748637991817,1.92851355654124,0.14241218280787,0.00472352353204564,0.140087915292094,0.139340481879049,0.147459511125102
25,0,1,"Cancer","dairy_tot",57.3326040199783,11.1852745614807,60.6599001232824,45.6511524355952,66.1858539165528,0.0210931999294395,0.00373404532659203,0.0222189716940294,0.0171904518065761,0.0240390420524014,2.22189716940294,1.71904518065761,2.40390420524014,0.29713226755459,0.0579688651943197,0.314376330560272,0.236591912604248,0.343015168950103
25,0,1,"Cancer","leg_tot",7.20923581070042,1.89065800752026,7.7038047253538,5.24961472907827,8.74847331486719,0.00265943326988557,0.000694125373926126,0.00290658630906636,0.00192710788570879,0.00318167857075868,0.290658630906636,0.192710788570879,0.318167857075868,0.0373626249912306,0.00979853454325886,0.0399257805566357,0.0272066820424807,0.0453398857093862
25,0,2,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,2,"CMD","leg_tot",19.1686145220944,6.3972210817866,16.1045495025387,14.9409716569738,26.0007126538373,0.023218766452209,0.00764272456501572,0.0195223759644408,0.0181967213354391,0.0313827434835819,1.95223759644408,1.81967213354391,3.13827434835819,0.457849911399385,0.152800146412368,0.384663510989041,0.356870995630974,0.621037267516589
25,0,2,"Cancer","dairy_tot",7.82805616202976,0.6389172014512,8.16886611280368,7.14488655261028,8.2215373132914,0.0239380979415682,0.00155763051656583,0.0233876338921741,0.0227633022021337,0.0255807881229875,2.33876338921741,2.27633022021337,2.55807881229875,0.186976206135483,0.0152607891268718,0.195116586108486,0.170658430806289,0.196374658487625
25,0,2,"Cancer","leg_tot",1.19732309569262,0.483762523506022,1.14052404163085,0.764270241612499,1.67865514572524,0.00357518111226678,0.00113289466179898,0.00317358810259201,0.00272157811296091,0.00477013816979621,0.317358810259201,0.272157811296091,0.477013816979621,0.0285985339549416,0.0115548585042637,0.0272418661665746,0.0182548958874487,0.0400953396425466
25,0,3,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,3,"CMD","leg_tot",3.74236544884775,0.581806661865952,3.96539906674812,3.12620789056181,4.16894443191838,0.00830283989853462,0.00131891648589117,0.00901903432499647,0.00689268017918161,0.00910423435539506,0.901903432499647,0.689268017918161,0.910423435539506,0.0543460221107716,0.00844890167519488,0.0575848800191009,0.045398282307157,0.0605407326923062
25,0,3,"Cancer","dairy_tot",16.4665013914909,3.40646430685269,17.3720100741777,12.9324367680684,19.2308836346296,0.0187099353488519,0.00300260507449183,0.0202051598586654,0.0155008826726586,0.0206480471917038,2.02051598586654,1.55008826726586,2.06480471917038,0.239123853867491,0.0494681203827302,0.25227350361801,0.187802742449965,0.279267762997075
25,0,3,"Cancer","leg_tot",1.03500085280841,0.405123408315807,1.25222680477428,0.601823529633374,1.28353611681246,0.00120239395397583,0.000517453060962986,0.0014564487737305,0.00064949012392164,0.00153935118723855,0.14564487737305,0.064949012392164,0.153935118723855,0.0150301139747621,0.00588313621607981,0.0181846339033824,0.0087395833718773,0.0186393026383196
25,0,4,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,4,"CMD","leg_tot",2.43814573656587,0.590393406890759,2.13112792977471,2.06785175175318,3.06940485715105,0.0140887553474747,0.00412671151072242,0.0119205996796056,0.0115191720276542,0.0185012709849839,1.19205996796056,1.15191720276542,1.85012709849839,0.0644107962887511,0.0155969796600528,0.0563000172185474,0.0546283907233175,0.0810873640638577
25,0,4,"Cancer","dairy_tot",7.92798758575207,1.15376851486457,7.7711003273459,6.90621107797317,9.08311826317621,0.0167134968361932,0.00314760827705859,0.0160464844643563,0.0140575354362304,0.0199364187522173,1.60464844643563,1.40575354362304,1.99364187522173,0.20944112802907,0.0304801914261244,0.20529648930221,0.182447893987254,0.239957304988717
25,0,4,"Cancer","leg_tot",1.80520515853583,0.706789411930371,1.46832241292272,1.33680327336688,2.55995737747593,0.00376057496252619,0.00135423765652999,0.00303192749998605,0.00293192800531488,0.0052085722628966,0.303192749998605,0.293192800531488,0.52085722628966,0.0476898078658854,0.0186719227436401,0.0387900585295541,0.0353155933329268,0.0676288093347256
25,1,1,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,1,"CMD","leg_tot",16.171800113533,2.12861461605894,17.2167457901169,13.8973594095159,17.5580369924536,0.0187867028454415,0.00216885703931423,0.0197595591411697,0.0164746397770571,0.0202718380624571,1.97595591411697,1.64746397770571,2.02718380624571,0.0888920263137995,0.0117004208025245,0.0946358110456958,0.0763900388114021,0.096511796794085
25,1,1,"Cancer","dairy_tot",54.7329346169133,5.55846770923159,52.3950009558251,50.8087932716092,60.6443195741422,0.00873840106490532,0.000561539786326739,0.00853423407724948,0.0083188444818105,0.00933149958750761,0.853423407724948,0.83188444818105,0.933149958750761,0.300852188998224,0.0305533987808779,0.288001197824554,0.279282241727238,0.33334547876683
25,1,1,"Cancer","leg_tot",12.7188190390956,3.06753387662079,13.5585810328716,9.53084624420072,15.1929941392807,0.0020208118654523,0.000404219862503768,0.00214978568344534,0.00159694040016628,0.00233505558544424,0.214978568344534,0.159694040016628,0.233505558544424,0.0699119200562973,0.016861406903667,0.0745278653885429,0.0523884928817106,0.0835117936984752
25,1,2,"CMD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1,2,"CMD","leg_tot",10.9914401016199,0.826549322898354,11.3364871838764,10.112684221318,11.5769059620038,0.022097495078575,0.00333732318322716,0.022273058970904,0.0188557153450053,0.0251900455036652,2.2273058970904,1.88557153450053,2.51900455036652,0.239134722068306,0.0179827793973889,0.246641721820205,0.220016113291016,0.251872381056481
25,1,2,"Cancer","dairy_tot",12.8084341545692,2.20221572208247,13.4434207034365,10.5127362250026,14.5643935175986,0.0129807690892292,0.00135226240098325,0.0136621197797861,0.0115353005168407,0.0138470895746444,1.36621197797861,1.15353005168407,1.38470895746444,0.278666063169619,0.047912397262396,0.292481116563588,0.22871982489109,0.316869506063274
