"female","disease_type3","riskfactor","means","sd.devs","medians","LB","UB","RE.PAF.means","RE.PAF.sd.devs","RE.PAF.medians","RE.PAF.LB","RE.PAF.UB","RE.PAF.medians.as.percent","RE.PAF.LB.as.percent","RE.PAF.UB.as.percent","mort.per.100k.means","mort.per.100k.sd.devs","mort.per.100k.medians","mort.per.100k.LB","mort.per.100k.UB"
0,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"All_HD","leg_tot",2535.52383045933,168.033804712194,2585.41804004749,2360.05480470748,2668.58277806124,0.0105716442075216,0.00071136557590106,0.0107265425366666,0.00984213976366576,0.0111694850716042,1.07265425366666,0.984213976366576,1.11694850716042,2.15117263297987,0.142562147422954,2.19350355368384,2.00230234369347,2.26406163966787
0,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"All_STK","leg_tot",1320.25390338887,40.3014426732886,1319.02713009478,1282.50221721918,1359.04834685853,0.0211756848104577,0.000729774102513194,0.0213103217688544,0.0204340849288021,0.0218028432774761,2.13103217688544,2.04340849288021,2.18028432774761,1.12012122758889,0.0341922878053486,1.11908041657168,1.08809218760848,1.15303495693392
0,"Cancer","dairy_tot",5706.34280337738,422.218268927165,5878.20390809994,5257.9423146977,6008.66135304288,0.0137888617055981,0.000999189209036166,0.014192250264281,0.0127280991075348,0.014506744028781,1.4192250264281,1.27280991075348,1.4506744028781,4.84133823770974,0.35821567691427,4.98714751810838,4.46090921224569,5.09782937483496
0,"Cancer","leg_tot",1098.73111265004,97.6552093486229,1072.6156283914,1019.58006333817,1200.08032358174,0.00265543848976569,0.000240309042149911,0.00258970761707217,0.00246157804987317,0.0029051701714477,0.258970761707217,0.246157804987317,0.29051701714477,0.932178302622422,0.0828519974038742,0.910021573366197,0.865025484295142,1.01816434081749
0,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"DIAB","leg_tot",500.938125557656,79.4966175143601,502.885407804846,424.605738640345,575.615322564855,0.0122551538212601,0.00189172080625602,0.0122843667819697,0.0104457642664521,0.014039712359465,1.22843667819697,1.04457642664521,1.4039712359465,0.425002665552012,0.0674460030534912,0.426654766087815,0.360241238436258,0.488359807212333
0,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,"Other_CVD","leg_tot",249.330644096549,15.2958846275493,256.753802502561,232.990410048154,259.361193499835,0.0047800968841908,0.000297256441007531,0.0049028784047796,0.00446420645001026,0.00499162302587087,0.49028784047796,0.446420645001026,0.499162302587087,0.211535483003753,0.0129772349258656,0.217833390766029,0.197672207936436,0.220045536473135
1,"All_HD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"All_HD","leg_tot",1613.49960936404,155.610947231123,1692.0091410868,1447.1603500349,1713.10576672885,0.00921559148282851,0.000880159414534477,0.00962544573797794,0.00827625805979488,0.00980654878898512,0.962544573797794,0.827625805979488,0.980654878898512,1.27036209199236,0.122517692173077,1.33217526652419,1.13939764165381,1.34878534397886
1,"All_STK","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"All_STK","leg_tot",1823.84186140879,122.703334748791,1761.88642688804,1745.33986598162,1955.00597617858,0.0213885844977055,0.00147010087623317,0.0207678685404257,0.0203525088230416,0.0229522687360571,2.07678685404257,2.03525088230416,2.29522687360571,1.43597156706826,0.0966084305947573,1.38719198574621,1.37416432611347,1.5392414521468
1,"Cancer","dairy_tot",5245.90005605066,235.993854314396,5272.66346867436,5011.4153416968,5457.63586967439,0.0087752085874302,0.000384700459053209,0.00881231847928439,0.00839524897778647,0.00912362478899786,0.881231847928439,0.839524897778647,0.912362478899786,4.13027219276121,0.185805837648973,4.151343920732,3.94565455136976,4.29697886537749
1,"Cancer","leg_tot",1515.6297849432,138.282654391924,1560.84155877867,1370.42237947701,1622.40718264925,0.00253547402535928,0.000232457850389876,0.00261509930641626,0.00229073860189653,0.0027125279599236,0.261509930641626,0.229073860189653,0.27125279599236,1.19330591288168,0.108874548899842,1.22890265133701,1.07897927635183,1.27737532172449
1,"DIAB","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"DIAB","leg_tot",377.911015497605,46.4048056968642,353.185058934196,349.309115475344,427.529978598765,0.0119330238648269,0.00148728308962276,0.0110770658041408,0.0110718906003585,0.0135217214808786,1.10770658041408,1.10718906003585,1.35217214808786,0.297541955044985,0.0365360522565004,0.278074384229281,0.275022724586939,0.33660862069638
1,"Other_CVD","dairy_tot",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Other_CVD","leg_tot",263.142007260862,35.1296292327066,243.443655372871,242.339802548257,300.68781107826,0.00453451170836599,0.000622599065489501,0.00418057785212427,0.00417010922124226,0.00519975797329517,0.418057785212427,0.417010922124226,0.519975797329517,0.207180484516347,0.0276587295243084,0.19167131465476,0.190802214485544,0.236741548929498
